,NUMERO_DE_CLIENTE,FOTO_MES,MARKETING_ACTIVO_ULTIMOS90DIAS,CLIENTE_SUCURSAL,CLIENTE_EDAD,CLIENTE_ANTIGUEDAD,MRENTABILIDAD,MRENTABILIDAD_ANNUAL,MCOMISIONES,MACTIVOS_MARGEN,MPASIVOS_MARGEN,MCUENTA_CORRIENTE_PAQUETE,MCAJA_AHORRO_PAQUETE,MCAJA_AHORRO_DOLARES,MDESCUBIERTO_PREACORDADO,MCUENTAS_SALDO,CTARJETA_DEBITO_TRANSACCIONES,MAUTOSERVICIO,CTARJETA_VISA_TRANSACCIONES,MTARJETA_VISA_CONSUMO,MTARJETA_MASTER_CONSUMO,CPRESTAMOS_PERSONALES,MPRESTAMOS_PERSONALES,MPRESTAMOS_PRENDARIOS,MPRESTAMOS_HIPOTECARIOS,MPLAZO_FIJO_DOLARES,MTITULOS,MPLAN_SUELDO,MCUENTA_DEBITOS_AUTOMATICOS,MTTARJETA_VISA_DEBITOS_AUTOMATIC,MTTARJETA_MASTER_DEBITOS_AUTOMAT,MPAGOMISCUENTAS,CCAJEROS_PROPIOS_DESCUENTOS,MCAJEROS_PROPIOS_DESCUENTOS,CTARJETA_VISA_DESCUENTOS,MCOMISIONES_MANTENIMIENTO,CCOMISIONES_OTRAS,MCOMISIONES_OTRAS,MTRANSFERENCIAS_EMITIDAS,CEXTRACCION_AUTOSERVICIO,MEXTRACCION_AUTOSERVICIO,MCHEQUES_DEPOSITADOS,MCHEQUES_EMITIDOS,CCALLCENTER_TRANSACCIONES,CHOMEBANKING_TRANSACCIONES,TCAJAS,MCAJEROS_PROPIO,MASTER_MFINANCIACION_LIMITE,MASTER_MSALDOTOTAL,MASTER_MSALDOPESOS,MASTER_MCONSUMOSPESOS,MASTER_MPAGADO,MASTER_MPAGOSPESOS,MASTER_MPAGOMINIMO,VISA_MARCA_ATRASO,VISA_CUENTA_ESTADO,VISA_MFINANCIACION_LIMITE,VISA_FVENCIMIENTO,VISA_MSALDOTOTAL,VISA_MSALDOPESOS,VISA_MCONSUMOSPESOS,VISA_MPAGADO,VISA_MPAGOSPESOS,VISA_MPAGOMINIMO,CLAVE,meses_activo
513066,33748883,201310,1,1121,59,72,253214,2486537,89417,138632,1366,-941979,0,194,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,3516,0,0,0,0,0,27378,7,100503,0,0,0,0,134082,0,55,1.0,0,0,2890081,2890081,0,0,0,28899,0,11,0,20211130,4300023,5031026,351585,0,-8055,50310,33950193,14
161762,10563579,201310,1,272,69,233,19472,256036,19035,-1879,2252,0,124049,194,117,123459,0,0,4,112093,26088,0,0,0,0,0,0,0,0,912,0,0,0,0,0,18392,4,21395,0,0,0,0,0,0,17,0.0,0,37908,26888,26888,0,0,-26954,2574,0,10,110565,20160430,96833,113294,91236,0,-113332,2457,10764889,14
62280,10219055,201309,1,89,41,210,272846,1231055,20955,82803,132488,0,"1,2793699E+7",216,117,"1,4479819E+7",3,87399,27,880639,305291,1,1492101,0,0,0,0,2493153,2203,1617,0,3496,0,13642,0,0,5,23555,0,13,345150,0,0,0,98,0.0,140400,4282334,310533,310533,0,0,-256611,28314,0,10,63953,20150731,75786,881314,342908,886764,-1059611,33228,10420364,14
394068,8037840,201309,1,185,64,125,37308,557225,36034,-237,1326,-13637,16652,0,117,0,0,0,13,264724,0,0,0,0,0,0,0,0,0,924,0,0,0,0,0,27378,4,39616,0,0,0,0,0,0,31,1.0,0,6353095,0,0,0,0,0,0,0,10,6424178,20151130,22883,267731,92447,0,-260836,7605,8239149,14
590076,31268403,201310,1,134,39,20,5269,77403,7407,-2544,717,-28385,6192,0,117,2851,0,0,8,159026,0,1,139919,0,0,0,0,0,0,0,0,133,0,0,0,0,4,8325,0,0,0,0,0,0,39,0.0,0,0,0,0,0,0,0,0,0,10,15795,20150331,183101,214228,26598,0,-5499,8307,31469713,14
138456,35841657,201308,1,260,35,61,18407,250429,7982,7407,1503,-62254,87841,0,117,0,6,186666,10,100187,0,1,1482436,0,0,0,0,207909,12,213,0,0,6,0,9,0,7,9041,0,6,115830,0,0,0,33,0.0,115830,15795,0,0,0,0,0,0,0,10,12636,20141130,88895,104007,47966,0,-211059,117,36042965,14
506052,24307230,201310,1,449,39,106,24628,237586,15262,494,7511,0,651108,0,117,649695,8,476503,5,47649,0,0,0,0,0,0,0,0,0,183,0,0,4,702,0,6084,5,17155,0,0,0,0,0,0,4,0.0,0,110565,0,0,0,0,0,0,0,10,15795,20140131,41097,48083,18287,0,-12857,234,24508540,14
392654,23350066,201309,1,152,59,43,2814,404352,32191,-16974,13512,-2526,758883,0,117,49,17,333299,23,2286831,174067,0,0,0,0,0,0,2095938,2572,0,0,0,0,0,0,0,3,36182,0,10,50310,0,0,0,28,0.0,45630,22113,174698,174698,0,0,-175013,8658,0,10,22113,20160531,210081,1548472,1918045,0,-329756,3042,23551375,14
217428,28756348,201309,1,581,33,85,216351,2116644,4218,-3597,184834,0,"1,8643424E+7",0,117,"1,847488E+7",15,188016,9,391485,35449,0,0,0,0,0,0,0,12,117,354,0,0,6282,0,18392,4,47409,0,0,0,0,0,0,9,0.0,0,25272,35732,35732,35449,0,-34417,117,0,10,25272,20151031,358147,419031,29226,0,-255456,16731,28957657,14
218310,24097234,201309,1,2,28,59,9377,785204,66796,16733,6322,0,585643,26,117,2481966,0,0,3,189073,99072,0,0,0,0,0,0,0,0,940,0,952,0,0,0,13794,4,75076,0,0,0,0,0,0,23,0.0,0,110565,392955,148205,0,0,-392361,34398,0,10,12636,20141231,440442,243553,93979,518715,-530722,37791,24298543,14
105336,18633272,201309,1,29,56,142,33652,454542,14733,-9573,25743,524701,1754659,1958,117,211869,19,574296,16,486813,127603,0,0,0,0,0,3534071,910728,600,1540,925,1718,0,702,0,0,5,16561,115892,4,23985,0,0,1,11,0.0,20475,110565,12926,12926,92514,12926,-248041,2223,0,10,18954,20151231,444138,374219,358401,521459,-437061,9126,18834581,14
165854,22075994,201310,1,104,45,124,110711,1176601,36871,6034,2771,-420092,0,0,117,0,0,0,0,0,315155,5,4080421,0,0,0,0,0,0,0,2429,0,0,0,0,27378,8,41442,0,0,0,0,1547439,4,60,0.0,0,3267638,354522,354522,24288,0,-4680,30771,0,10,4376214,20140930,0,0,0,0,0,0,22277304,14
572437,37789387,201310,0,737,0,39,120121,0,0,0,0,-356895,37246,643,117,100712,0,0,26,83124,277976,2,538607,552915,0,0,0,0,1564,0,58,0,0,0,5,40248,19,128488,0,4,23400,0,1556685,0,83,1.0,23400,4376214,839142,839142,164731,0,-7956,936,0,10,4376214,20150331,1794901,2100034,90331,0,-164759,26208,37990697,14
461209,7465083,201310,1,1196,56,213,4400,1158824,44655,-15966,15406,-218742,16463,0,117,0,0,0,38,1245739,825825,0,0,0,0,0,0,0,0,962,7029,0,0,0,0,16286,6,50189,0,3,33930,0,0,0,5,0.0,11700,25272,832665,832665,702936,832665,-678775,3978,0,10,31590,20160630,1075639,1258497,851148,0,-945728,15093,7666393,14
532605,24526324,201309,1,620,37,88,11645,216077,8285,-5199,807,0,355614,0,117,130486,0,0,28,270645,426532,0,0,0,0,0,0,1383876,3,0,0,0,0,0,0,0,5,9312,0,15,64350,0,0,0,20,0.0,0,12636,43037,43037,207827,0,-423451,3744,0,10,18954,20140630,219563,256888,81648,256888,-227157,4914,24727633,14
169530,22004661,201310,1,599,63,117,123182,777316,38397,35769,36697,0,2412523,0,117,2523068,0,0,19,1749987,49334,1,305403,0,352924,0,0,0,566,977,0,0,0,0,2,27378,7,43156,0,0,0,0,0,0,30,1.0,0,6519697,50414,50414,0,0,-21526,2574,0,10,6519697,20150228,610651,-62475,1477832,0,-2826448,0,22205971,14
96061,29897300,201309,1,944,59,80,110615,445265,15796,76903,4139,-35261,420418,0,117,1999747,0,0,0,0,0,1,351000,0,0,0,0,0,0,0,0,0,0,0,0,18392,4,17755,0,1,35100,0,0,11,0,0.0,0,511758,0,0,0,0,0,0,0,10,552825,20180228,0,0,0,0,0,0,30098609,14
603874,9406353,201309,1,530,61,203,18883,136581,17169,-5752,7217,0,407315,81007,117,1173644,19,347135,15,378053,0,0,0,0,0,1950533,0,1090206,350,0,0,417,0,2691,0,1872,5,19297,0,2,5850,0,0,0,81,0.0,0,0,0,0,0,0,0,0,0,10,15795,20160831,324774,379985,4093,379899,-460512,18837,9607662,14
356160,7910790,201309,1,224,48,232,412909,1185897,18339,327425,9814,0,525337,0,117,2816145,10,289582,7,182183,5838,1,1579500,0,0,0,0,2976363,15,0,58,0,0,234,0,3042,9,20613,0,4,117000,0,0,0,5,1.0,117000,9477,5885,5885,5838,0,-5885,0,0,10,18954,20171130,157488,18426,2106,18426,-357973,3744,8112099,14
186920,7047705,201308,1,323,49,226,59604,727125,30499,2477,106,-507865,0,0,117,0,0,0,1,8811,0,4,1698398,0,0,0,0,0,0,88,0,0,0,0,1,18392,9,34547,0,0,0,0,483444,0,288,0.0,0,110565,0,0,0,0,0,0,0,10,110565,20160630,7539,882,8811,0,-882,0,7249013,14
50604,10180245,201310,1,155,66,233,74623,829868,37531,-1521,46913,0,2760343,162351,117,2270601,0,0,16,573549,667938,0,0,0,0,0,0,0,7367,1162,0,27669,0,0,3,13794,7,42185,0,1,11700,0,0,0,51,1.0,0,25272,636346,636346,535429,0,-185497,4563,0,10,44226,20131231,492308,570496,244879,576067,-685214,4212,10381555,14
104000,7404987,201308,1,1124,39,176,13202,182048,3801,4514,3521,-99625,349181,0,117,909099,0,0,0,0,0,2,254615,0,0,0,0,1262664,0,0,0,0,0,0,0,0,4,4305,0,2,16380,0,0,0,28,1.0,16380,0,0,0,0,0,0,0,0,10,15795,20180131,0,0,0,0,0,0,7606295,14
351279,8720574,201310,1,44,46,187,128043,1489675,53288,4050,23393,-20142,18789,0,117,71361,8,297736,27,1624793,635573,0,0,0,0,0,0,0,180,2215,0,0,0,0,0,18392,9,59896,0,4,64350,0,0,0,56,0.0,23400,110565,1586621,1586621,161906,0,-9243,48087,0,10,25272,20140630,3147349,3682398,887749,0,-12987,115479,8921884,14
379134,21713580,201308,1,260,31,125,68735,599794,9152,-3841,54766,0,5162697,721933,117,6643141,13,56516,7,198157,0,0,0,0,0,0,0,1258452,0,544,0,0,14,0,7,0,2,10367,0,3,21060,0,0,0,0,0.0,21060,15795,0,0,0,0,0,0,0,10,15795,20151231,170853,199898,137747,0,-189241,3744,21914888,14
339794,7697796,201310,1,224,43,229,28908,477319,27499,-20804,22008,0,2017226,0,117,1738925,6,195151,12,407164,0,0,0,0,0,0,0,1860417,0,560,0,1660,4,702,2,1872,6,30909,0,7,183690,0,0,2,66,0.0,154440,25272,0,0,0,0,0,0,0,10,25272,20140331,222426,236308,85833,260406,-694629,1053,7899106,14
170071,17683171,201309,1,254,39,77,27785,401133,16417,9312,404,-2658,3169,0,117,17571,1,16497,11,140498,0,1,1629854,0,0,0,0,0,0,0,0,0,0,0,0,14713,5,1845,0,0,0,0,0,0,46,0.0,0,110565,0,0,0,0,0,0,0,10,25272,20160430,121221,141828,0,0,-259493,819,17884480,14
299982,17145971,201310,1,194,43,26,140139,73976,36574,69104,19413,-7323,1832448,0,117,1579299,17,1120731,5,9887,0,1,7990875,0,0,0,0,164970,0,790,0,0,1,912,0,18392,8,4111,0,3,86580,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,10,15795,20141031,497944,582594,78962,0,-6318,5148,17347281,14
474363,19296951,201308,1,1433,50,139,115209,1857806,18839,5876,23608,0,2326797,0,0,993404,37,1066528,4,347022,0,1,7739016,0,0,0,0,3313908,2076,0,0,0,40,0,1,0,3,2134,0,7,105300,0,0,0,0,0.0,93600,0,0,0,0,0,0,0,0,10,3129541,20131231,306394,35848,0,0,-383576,2457,19498259,14
186633,7035523,201308,1,1133,56,191,364465,3739572,16494,0,297411,0,0,0,0,"3,3230664E+7",6,162666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6306,4,12378,0,12,421200,0,0,0,18,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7236831,14
307346,44149374,201310,1,257,41,12,93561,1009982,45688,40859,58,0,67,0,0,0,0,0,0,0,0,0,0,"1,1125588E+7",0,0,0,0,0,0,0,0,0,0,0,10222,4,51352,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44350684,14
10404,5915170,201310,1,281,60,64,226781,3473318,93864,51101,62503,-23143,4940275,24716,117,"1,0534701E+7",0,0,134,"1,0666598E+7",568224,0,0,0,0,0,0,0,5472,1483,5682,0,0,0,0,27378,5,105501,0,0,0,0,0,0,40,0.0,0,8499026,572769,572769,568224,0,-464295,2691,0,10,8558099,20140731,"1,0622324E+7",34782,9869829,0,-9079252,387153,6116480,14
123168,42353222,201309,1,68,52,27,86468,1339169,19709,56977,82,-260835,0,0,117,0,0,0,7,98517,0,1,6646705,0,0,0,0,0,0,82,0,0,0,0,0,18392,3,22152,0,0,0,0,0,0,18,0.0,0,0,0,0,0,0,0,0,0,10,9477,20140731,933044,1091661,8178,0,-14508,14391,42554531,14
574809,31067333,201308,1,1112,29,75,4635,595992,14564,-8455,35623,22387,336592,126,117,182475,4,63531,9,255075,6435,0,0,0,0,0,0,147537,269,49,0,2633,4,0,5,0,4,16498,542939,4,17433,0,0,0,60,1.0,12870,110565,6435,6435,6435,0,-11645,0,0,10,15795,20140731,218602,255764,89856,0,-580531,8658,31268641,14
101938,8780238,201308,1,464,65,170,43497,740937,2923,-353,15724,0,1021875,0,117,528697,0,0,7,586654,0,1,1144364,0,0,0,0,0,12,5519,0,0,0,0,7,18392,4,33109,0,0,0,0,0,0,5,1.0,0,15795,0,0,0,0,0,0,0,10,50544,20140630,501468,586717,551866,586717,-417068,3861,8981546,14
156936,34156814,201310,1,806,32,48,50993,711303,8972,33804,2111,-34238,204526,0,117,0,3,403331,0,0,0,1,6380538,0,0,0,0,1157247,462,0,0,0,0,0,0,0,5,10084,0,11,57330,0,0,2,0,0.0,44460,0,0,0,0,0,0,0,0,10,110565,20151130,0,0,0,0,0,0,34358124,14
166485,11149440,201309,1,230,48,285,143301,2429985,76685,3736,19577,-792194,25077,113024,117,107814,0,0,71,2335148,2735923,1,5421044,0,"2,7595912E+7",0,339,0,1770,3819,4026,158,0,0,0,0,8,86192,191283,2,14040,814027,0,0,133,1.0,14040,4263084,7347323,5699333,2076511,30771,-26910,306891,0,10,4263084,20140831,5801369,6047868,1618229,25740,-17667,25038,11350749,14
168679,36864335,201310,1,737,33,57,43421,815921,18621,17331,3865,-221877,25553,69,117,69,0,0,19,436339,0,1,2389392,0,0,0,0,1101204,188,2673,0,0,0,1579,1,5265,4,2093,0,0,0,472422,0,0,80,1.0,0,0,0,0,0,0,0,0,0,10,552825,20150228,372233,435512,360537,0,-659123,1872,37065645,14
548632,37671410,201310,1,407,44,48,70246,852265,25112,37869,707,-281428,35559,0,117,0,2,12519,24,66152,0,1,488631,0,0,0,0,0,1924,197,0,0,0,0,0,18392,8,28226,377539,0,0,967546,29250,0,125,1.0,0,0,0,0,0,0,0,0,0,10,9477,20150930,1743157,1971543,1196863,0,-48789,109161,37872720,14
436254,8808193,201310,1,203,45,233,36481,42464,19053,7969,6927,0,278444,21,117,215643,5,16224,28,831169,0,0,0,0,0,0,0,131742,0,2338,0,0,4,2106,0,4446,5,21415,0,0,0,58500,0,0,23,1.0,0,4376214,0,0,0,0,0,0,0,10,6474158,20141130,709222,829789,36169,829789,-789438,15327,9009503,14
38062,10669473,201310,1,1427,38,190,238896,2521014,68714,134087,11368,-630242,5812,12399,117,12467,1,11070,26,934603,729936,2,2540721,0,0,0,0,0,54,0,3686,5301,0,0,0,27378,11,77234,0,3,49140,312664,0,3,105,1.0,45630,6565012,6265592,6265592,636439,0,-4680,52416,0,10,6519697,20150531,565148,6612231,562998,0,-1116735,67158,10870783,14
287846,39942393,201309,1,449,44,35,67456,1071944,23986,33308,3846,-224535,0,0,117,0,0,0,8,177589,208444,1,3592795,0,0,0,0,0,0,682,0,0,0,0,0,18392,4,26073,0,0,0,0,0,0,41,0.0,0,110565,269813,269813,0,0,-2106,4329,0,10,110565,20210930,102996,1205053,12094,1053,-2925,10062,40143702,14
509814,9452241,201310,1,1142,55,191,106743,882656,34124,42573,19495,0,1828863,0,117,1160713,19,875629,9,209082,0,1,444600,5848911,0,0,0,2525445,665,0,0,0,0,0,0,0,10,38352,0,3,58500,0,0,0,51,1.0,58500,3267638,0,0,0,0,0,0,0,10,3245082,20151031,179849,210423,77919,0,-297842,2691,9653551,14
141901,21916128,201308,1,743,45,123,71481,609107,42584,15249,9449,0,776141,0,117,321838,0,0,3,14135,208609,0,0,0,0,0,0,0,951,1414,0,0,0,0,6,27378,5,48237,0,0,0,24570,0,0,10,0.0,0,306265,210695,210695,0,210695,-211077,1053,0,10,4101683,20160930,12202,142763,14135,142763,-161428,702,22117436,14
382681,20778792,201310,1,518,43,72,56747,2171677,8138,-1848,43394,0,1317783,2766807,117,3945645,0,0,2,47892,35869,0,0,0,0,"3,1378478E+7",0,0,1131,174,0,633,0,0,1,0,5,9147,0,0,0,0,0,0,17,0.0,0,15795,36039,36039,0,0,-488,1755,0,10,15795,20140430,21503,25158,-5411,0,-17433,0,20980102,14
587549,5872300,201309,1,383,53,229,11629,180766,12687,-124,336,-198114,21217,0,117,324438,0,0,8,135894,0,1,11700,0,0,0,0,1123785,0,18,0,2268,0,0,0,1345,7,13485,0,9,88920,0,0,2,46,0.0,0,15795,0,0,0,0,0,0,0,10,15795,20160531,116396,136183,1755,0,-85331,468,6073609,10
186885,7046251,201308,1,653,61,119,70967,1024569,43212,2693,21029,0,2012966,0,117,2341696,28,679323,17,397451,0,0,0,0,0,0,0,0,0,194,0,11098,29,0,12,27378,8,48948,644553,10,189540,495963,0,0,100,1.0,189540,0,0,0,0,0,0,0,0,10,6153172,20210930,345748,404525,125669,404525,-568721,3861,7247559,14
40266,27546895,201310,1,1142,55,92,19846,40226,1853,529,596,-5625,49168,0,117,27893,0,0,1,22944,0,0,0,0,0,0,0,0,0,229,0,0,0,0,0,18392,3,20828,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,10,22113,20150930,19689,23036,22944,0,0,0,27748205,14
133942,34717970,201309,0,398,0,67,153145,0,56867,4706,35229,3066793,139854,453,117,9312295,0,0,21,491981,0,1,9555296,0,0,0,0,0,2586,82,0,8424,0,0,0,2340,10,64419,70024,2,35100,8999036,20635,0,129,0.0,23400,0,0,0,0,0,0,0,0,10,632977,20150531,42125,476867,290409,492896,-2300847,585,34919279,14
489152,24052906,201310,1,260,52,109,25252,376059,15556,-2316,10603,0,894701,0,117,732265,9,27733,23,320686,0,1,53044,0,0,0,0,2179242,0,781,0,0,1,1755,0,0,7,17485,0,17,111150,0,0,0,0,0.0,111150,12636,0,0,0,0,0,0,0,10,15795,20140131,295939,346248,117726,346248,-325422,11349,24254216,14
227154,45885608,201309,1,1172,32,9,563,116127,33655,-7339,-20944,0,1258818,0,117,1566794,3,1856,26,882157,0,0,0,0,0,0,0,0,0,0,0,11455,0,1504,0,18392,6,37827,0,5,73710,0,0,4,91,0.0,62010,78975,0,0,0,0,0,0,0,10,25272,20180228,660626,772932,217349,0,-926746,5733,46086917,8
113065,41429358,201309,1,422,32,30,25165,1014187,3361,18088,548,-14231,56177,0,117,0,0,0,0,0,0,1,3383602,0,0,0,0,0,12,0,0,0,0,0,0,0,3,3779,0,2,5850,0,0,7,108,0.0,5850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41630667,14
486633,26582369,201308,1,578,61,93,4575,529743,35033,9159,1,-176151,0,0,117,0,0,0,0,0,0,0,0,0,599904,0,0,0,0,0,0,0,0,0,0,18392,6,39682,0,0,0,0,1022182,0,40,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26783677,14
2519,18319235,201310,1,1139,51,146,48845,701899,5981,15968,20668,0,2002954,0,117,167807,6,172577,0,0,0,1,2928348,0,0,0,0,1684683,23,0,0,0,5,702,0,1872,4,6721,0,4,70200,0,0,0,0,0.0,70200,426465,0,0,0,0,0,0,0,10,9477,20140930,0,0,0,0,0,0,18520545,14
500748,30492852,201310,1,1322,33,79,53942,777785,5497,-344,4175,298305,2605298,852774,117,"1,5265099E+7",9,355675,0,0,43758,0,0,0,0,0,0,1382121,0,0,0,0,0,0,0,0,5,6181,0,0,0,0,0,0,14,0.0,0,3267638,43758,43758,43758,0,-12168,117,0,10,4346007,20131231,0,0,0,0,-6084,0,30694162,14
217832,24075643,201308,1,503,36,106,66246,789799,10203,43153,4747,-170495,185029,0,117,0,0,0,27,408265,142165,1,3767501,0,0,0,0,2239497,0,556,0,2801,0,0,23,0,6,11557,0,5,99450,0,0,0,80,0.0,52650,15795,145573,145573,0,0,-181046,13221,0,10,15795,20140930,803663,940285,177779,0,-2925,11349,24276951,14
578658,31038348,201308,1,743,28,75,27071,203259,17408,-314,11399,-54986,314097,995,117,3129092,5,114263,7,296014,53235,0,0,0,0,0,0,737451,0,0,0,2571,5,0,8,2457,8,19718,0,7,16380,0,0,0,60,0.0,2340,15795,11099,11099,0,0,0,5733,0,10,15795,20131031,158046,184251,284134,0,-47498,2691,31239656,13
372564,20694021,201309,1,59,50,39,44312,494205,18055,18148,4294,-7108,432446,0,117,617283,3,111372,0,0,5838,1,1830369,0,0,0,0,951678,12,0,58,0,0,0,0,18392,6,20293,0,4,70200,0,0,0,0,0.0,0,511758,5885,5885,5838,0,-5885,0,0,10,552825,20160930,0,0,0,0,0,0,20895330,14
463224,9003053,201310,1,200,41,194,575,3399,0,0,492,0,47682,0,117,204,0,0,0,0,0,0,0,0,0,0,0,1454661,0,0,0,0,0,0,0,0,0,0,0,7,159120,0,0,0,0,0.0,159120,78975,0,0,0,0,0,0,0,10,552825,20140930,0,0,0,0,0,0,9204363,14
129224,40490143,201309,1,470,42,35,98943,1245372,24165,63673,24,-497254,0,0,0,0,0,0,0,0,0,5,7806536,0,0,0,0,0,0,149,58,65,0,0,0,18392,11,27161,0,0,0,0,0,0,80,1.0,0,110565,135131,135131,5838,0,0,4095,1,12,15795,20140930,331148,387443,14905,0,-26787,15678,40691452,12
81206,34268077,201310,1,1103,47,59,96482,1313625,26979,41402,18003,0,1438235,0,117,1475795,3,126893,9,353768,0,1,7007318,0,0,0,0,0,38,513,0,0,2,702,0,18392,6,30325,0,0,0,17550,0,0,13,1.0,0,0,0,0,0,0,0,0,0,10,22113,20151031,302822,354301,326961,0,-235277,2691,34469387,14
557598,21592504,201310,1,980,49,128,8971,761595,50754,31365,1931,-560865,0,698,117,702,1,39427,14,276448,194726,1,152455,0,0,0,0,1384461,0,421,1175,7979,0,0,0,2457,11,57049,0,4,28080,0,0,2,77,0.0,8190,426465,698884,698884,11753,0,-26442,27144,0,10,6318,20160731,807512,944789,78512,0,-37908,31239,21793814,14
413710,7786499,201309,1,350,58,232,129554,971256,37312,-19248,98087,8480583,0,0,117,8696113,0,0,16,616099,249176,0,0,0,0,0,0,0,0,550,363,1640,0,0,0,18392,4,41938,0,2,11700,710775,0,0,4,1.0,11700,63180,252182,252182,15268,0,-818016,5733,0,10,88452,20151130,533112,623741,473185,0,-254331,14274,7987808,14
269166,23801762,201308,1,41,47,109,99426,1195868,1613,67354,3839,-161791,29464,0,117,0,0,0,17,313627,493337,3,5005302,0,0,0,0,1139697,65,0,0,0,0,0,7,0,8,18271,0,4,62010,0,0,0,0,0.0,28080,110565,502255,502255,20943,0,-298108,9828,0,10,110565,20160831,1259436,147354,4302,0,-31707,36738,24003070,13
429875,7431884,201309,1,2,45,232,99767,1256482,36399,48889,5271,-250287,149534,47,117,47,22,839982,26,838663,0,1,2042335,0,0,0,0,0,3509,2297,0,0,0,13109,0,0,9,40912,0,6,43290,0,0,11,35,0.0,0,4263084,0,0,0,0,0,0,0,10,63953,20150731,472807,5531841,260721,5850,-5850,44928,7633193,14
403989,16560866,201310,1,89,38,113,21422,354153,18039,247,2645,-3258,229514,214,117,922547,0,0,1,3732,34385,0,0,0,0,0,0,0,0,37,148,7252,0,0,0,18392,4,20274,167912,0,0,1018426,0,5,74,0.0,0,15795,32805,32805,32805,0,-12373,117,0,10,15795,20150531,319,3732,3732,0,-4083,0,16762176,14
353724,7178583,201309,0,572,0,125,194228,0,166561,13627,1002,472447,57019,0,117,116632,0,0,3,149597,0,0,0,5730669,0,0,0,0,920,1337,0,0,0,0,0,31262,7,188671,0,0,0,550057,46800,3,9,1.0,0,426465,0,0,0,0,0,0,0,10,6318,20160430,129082,151025,133687,0,-144789,2223,7379892,14
195806,45667609,201309,1,107,52,9,58549,36480,29154,-9182,34306,0,276934,0,117,3929461,0,0,5,1594196,0,0,0,0,0,0,0,1457586,135,376,0,0,0,0,0,4446,3,32768,0,0,0,0,0,0,4,0.0,0,3183166,0,0,0,0,0,0,0,10,4263084,20180131,143079,1262403,1591801,1679172,-507836,14508,45868918,14
338476,16019244,201309,1,587,47,161,1575,160653,-713,0,1957,0,200624,0,117,6697,0,0,0,0,0,0,0,0,0,0,0,4990986,0,0,0,10223,0,0,0,0,2,-802,1555346,2,37440,0,0,0,14,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16220553,14
556555,19123346,201309,1,1163,43,141,59947,349968,44892,8169,4698,0,121476,0,117,9603,0,0,6,105508,222371,1,1479379,0,0,0,0,0,0,151,157,0,0,0,0,18392,6,50457,0,0,0,0,0,0,39,0.0,0,15795,224445,224445,69251,0,-191472,1521,0,10,15795,20140531,91732,107326,40156,0,-9014,3042,19324655,10
182710,36258410,201310,1,1214,30,61,52645,464727,4773,-593,4794,-4695,12,7,117,7,1,17182,43,72756,0,0,0,0,0,0,0,0,0,1185,0,0,0,0,4,18392,6,53648,0,4,18720,0,0,0,39,0.0,18720,15795,0,0,0,0,0,0,0,10,15795,20141031,584481,683842,339276,0,-72101,702,36459720,10
126103,23737271,201308,1,593,28,109,1833,145888,11628,1978,375,-25503,180934,0,117,1319096,7,43892,19,233783,62204,0,0,0,0,0,0,1262664,291,0,0,23,9,0,15,1872,6,13174,0,8,47385,0,0,0,159,1.0,39780,15795,0,0,0,0,0,0,0,10,15795,20160731,15244,178354,114055,178354,0,702,23938579,9
393440,28304772,201308,1,131,33,85,89468,74223,59879,23107,2183,-97327,119949,0,117,0,10,19196,6,18070,137475,1,7925302,0,0,0,0,0,0,235,0,0,12,0,4,18392,9,67827,0,11,146250,84240,0,3,72,1.0,35100,15795,185337,185337,2533,0,-8073,11934,0,10,15795,20160731,158458,185395,23467,0,-5733,10998,28506080,14
518917,25136783,201309,1,293,45,102,85615,440616,35837,37306,524,-17686,166,0,117,0,0,0,12,414658,124661,0,0,0,0,0,0,0,21,444,565,0,0,0,0,18392,5,39395,0,0,0,0,0,0,0,1.0,0,9477,1471962,338843,1189618,0,-1080729,52884,0,10,12636,20180331,397504,215693,308878,0,-319644,11583,25338092,14
57468,29396938,201309,1,374,51,82,30051,374739,17702,8388,2167,0,216165,0,117,141293,1,90144,1,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18392,3,19897,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,10,552825,20211031,510827,597667,0,0,-6084,5616,29598247,14
601721,8240067,201309,1,299,76,232,54722,39161,18454,-1007,32005,0,3264371,772,117,2947434,7,124172,2,13923,0,0,0,0,0,0,0,0,0,0,0,0,0,7254,0,18392,3,20741,0,0,0,0,0,0,11,0.0,0,12636,0,0,0,0,0,0,0,10,15795,20140630,120386,140851,0,0,-807344,702,8441376,14
