numero_de_cliente;meses_activo
36229182;16
36229876;16
36229973;16
36230691;16
36230806;16
36231046;16
36231269;16
36231736;12
36233940;16
36233944;16
36234530;16
36234901;16
36235935;16
36236498;16
36236784;16
36238000;16
36238196;16
36239126;16
36239200;16
36239362;16
36240593;5
36240809;15
36240921;10
36241183;16
36241334;16
36241519;1
36241654;10
36241909;16
36242001;16
36242009;16
36242823;16
36243306;16
36243317;12
36243371;16
36243499;16
36243661;14
36245266;16
36245386;6
36245571;16
36247906;16
36248836;16
36249287;16
36249357;16
36249387;16
36249723;16
36249997;16
36250263;16
36251240;16
36251302;16
36251780;16
36252463;9
36252548;16
36252969;3
36253277;16
36253825;16
36253945;6
36253957;16
36254616;12
36254709;13
36254848;16
36255172;16
36256384;16
36257345;16
36257665;16
36258055;16
36258410;12
36258529;16
36258661;14
36259189;16
36259710;12
36259957;16
36261138;16
36261208;9
36261227;16
36261447;11
36262111;16
36263400;16
36263573;5
36264484;16
36265877;14
36267513;16
36267853;16
36268111;16
36268524;16
36268574;16
36269227;16
36269794;16
36269852;16
36270411;16
36270770;16
36271357;16
36271635;16
36271762;16
36271770;16
36272117;16
36272511;16
36272788;16
36272850;13
36272997;16
36273105;16
36273641;16
36273676;16
36273738;16
36273819;16
36273981;16
36275038;16
36275123;3
36275575;8
36275864;16
36276018;11
36276204;16
36276393;16
36276404;16
36277238;16
36279175;16
36279495;1
36279603;4
36279897;16
36280510;16
36281633;16
36282448;11
36282563;16
36283150;16
36284037;16
36285238;16
36285361;4
36285411;16
36285867;1
36286916;16
36287009;16
36287337;16
36287395;16
36288618;16
36289166;16
36289344;13
36289598;16
36289795;16
36289799;16
36290760;16
36291134;16
36291200;16
36291848;16
36292878;16
36293098;16
36293318;16
36293905;16
36293936;16
36294094;16
36294210;16
36295572;4
36295634;16
36295831;16
36297054;16
36297058;16
36297860;16
36297968;16
36298057;16
36298231;16
36298254;8
36298733;16
36299037;16
36299520;16
36300319;16
36300326;16
36300801;16
36301573;16
36303051;5
36303251;16
36303263;16
36303676;16
36304054;16
36304108;16
36304428;16
36304521;16
36304753;16
36305640;16
36306095;16
36306207;16
36306690;16
36306709;16
36306833;16
36307392;16
36307500;12
36308488;13
36309576;12
36311000;16
36311498;16
36312579;16
36312760;16
36312799;16
36312837;4
36313034;16
36313651;16
36313976;16
36314192;2
36314311;16
36314859;16
36315581;16
36315747;16
36316411;16
36317966;16
36318367;16
36319208;16
36319895;16
36320270;16
36320706;16
36320787;13
36321968;16
36322056;16
36325722;13
36325761;16
36326332;16
36326486;14
36327991;16
36329442;16
36329686;16
36330426;16
36330442;16
36330523;4
36330712;14
36330731;16
36331356;16
36331503;2
36332329;16
36332966;15
36333236;16
36334062;13
36335131;16
36335397;16
36335493;16
36335659;16
36335709;16
36335860;16
36336064;16
36336798;5
36336956;16
36337029;16
36337153;16
36337473;16
36337523;12
36338021;16
36338133;16
36338179;16
36338430;5
36338442;16
36338453;3
36338581;16
36339534;16
36339541;16
36339819;16
36339893;16
36340028;16
36340147;16
36343080;16
36343200;16
36343211;15
36343231;10
36343848;4
36344242;9
36344307;16
36344778;16
36345778;16
36346167;16
36346422;16
36347935;16
36348274;16
36349069;16
36349274;11
36349999;8
36350235;16
36351516;5
36351547;16
36352878;16
36353152;16
36353484;16
36353754;6
36353874;16
36353920;16
36355267;16
36355363;10
36356019;16
36356247;16
36357378;16
36357385;16
36358134;16
36358273;12
36358447;16
36358717;16
36359751;16
36360210;16
36360257;16
36360700;16
36361194;16
36361549;4
36361777;11
36361985;16
36362472;16
36362533;16
36363155;13
36363641;16
36363645;16
36364528;13
36364829;16
36364911;4
36364965;16
36365165;16
36365335;16
36366014;16
36366512;16
36366674;10
36366678;2
36367041;16
36367187;16
36367863;16
36368129;16
36368831;5
36369209;16
36369561;12
36370097;4
36370294;16
36370603;11
36371046;16
36371347;16
36371351;16
36371382;16
36371509;16
36371556;16
36371938;16
36372026;16
36372779;16
36373184;3
36373393;13
36373991;16
36376557;16
36376569;16
36377155;16
36377676;16
36377946;16
36378309;16
36378784;13
36378996;7
36379413;16
36379513;6
36379571;16
36380204;16
36380651;16
36381057;9
36382307;16
36383071;5
36384013;16
36384337;16
36384923;7
36385051;16
36385433;15
36385676;12
36385846;16
36386544;16
36386575;4
36388026;16
36388713;16
36388890;16
36389006;16
36389099;16
36389994;16
36390407;16
36391267;16
36392221;12
36392367;16
36394914;16
36395400;16
36395979;4
36397222;14
36398233;14
36398299;16
36398306;16
36398337;16
36399132;16
36399155;16
36399221;16
36399680;16
36401104;16
36403014;10
36403068;16
36404303;16
36404901;16
36405847;16
36406835;16
36407317;4
36407842;2
36408351;16
36408548;16
36408591;16
36408606;16
36408652;2
36408764;16
36409613;16
36409690;16
36410462;16
36411894;16
36412307;3
36413067;4
36414232;16
36414641;16
36415629;16
36415853;16
36416058;12
36416116;9
36416748;1
36417165;16
36417258;16
36417586;16
36418084;16
36418188;16
36418906;10
36419677;4
36419708;2
36419982;16
36421333;16
36421750;16
36421761;16
36421804;16
36421950;8
36422321;16
36423035;16
36423710;16
36423992;16
36424104;16
36424239;16
36424590;9
36424903;16
36424918;16
36425836;16
36425929;2
36426056;16
36426188;16
36427789;16
36428731;5
36428738;16
36428862;16
36428873;16
36429282;12
36429711;4
36430085;16
36430251;16
36430402;16
36430691;16
36430942;4
36430969;16
36431200;16
36431347;16
36432914;12
36433118;16
36433400;13
36433450;16
36434064;16
36434156;16
36434975;16
36435804;3
36435835;10
36436051;16
36437888;15
36438135;4
36438509;16
36438660;16
36438868;12
36439381;16
36439509;16
36440277;16
36440632;16
36441670;16
36442118;4
36442484;16
36443048;11
36443557;16
36443978;8
36444105;16
36444383;16
36444718;16
36444730;16
36445085;16
36445185;16
36445189;16
36445961;16
36446061;16
36447150;16
36447181;16
36447806;16
36448531;16
36449199;4
36449496;2
36449673;16
36449951;16
36450206;16
36450422;12
36451225;16
36451904;4
36452101;12
36453170;14
36453914;16
36455400;16
36455419;16
36455501;16
36455720;2
36456052;16
36456280;16
36457685;16
36458348;16
36459676;12
36460841;16
36460845;16
36460949;16
36460965;16
36461316;16
36461331;1
36461760;16
36461829;3
36462779;16
36463087;16
36463454;16
36463500;16
36463763;16
36464257;16
36464519;3
36464546;11
36464920;16
36466348;16
36466530;16
36467008;16
36467112;5
36467788;15
36467973;16
36469447;16
36469949;16
36471627;11
36471959;13
36472453;16
36473078;4
36473082;16
36473213;16
36473325;16
36474051;2
36475521;16
36475656;16
36475992;16
36476416;16
36476771;16
36477709;16
36478905;16
36479608;16
36479970;16
36480669;16
36481576;16
36481807;16
36482487;16
36483791;16
36484775;16
36485057;16
36485678;16
36486122;16
36486944;16
36487395;16
36489707;16
36489819;16
36490170;16
36490448;16
36491374;16
36491428;16
36492057;16
36492207;8
36493558;16
36493817;16
36494172;16
36498818;14
36499015;16
36499130;16
36499867;16
36499968;16
36500234;16
36500338;16
36500458;13
36500716;16
36500983;16
36500987;16
36501311;16
36502333;16
36502727;16
36503009;16
36503479;13
36504058;16
36504136;16
36506227;16
36506486;14
36506582;16
36506837;13
36507173;12
36507238;12
36508747;16
36509878;16
36510190;16
36510233;16
36511097;16
36511120;16
36511197;16
36512903;16
36513050;16
36513139;16
36513764;16
36513864;16
36515026;16
36515543;7
36515886;6
36516187;16
36516191;16
36516195;16
36517893;16
36518329;16
36519143;16
36519294;16
36520610;16
36520613;16
36521019;16
36521204;16
36521208;14
36521844;14
36522277;16
36522443;16
36522859;2
36523249;16
36523353;16
36523384;16
36523523;16
36523527;4
36523921;16
36524005;16
36524376;16
36524731;1
36525163;16
36525927;16
36526487;16
36526668;14
36526888;16
36527120;8
36527772;5
36528111;16
36528355;12
36528632;16
36529728;12
36530107;16
36531577;16
36532314;16
36534027;4
36534093;7
36535378;16
36537481;11
36537485;16
36538156;16
36538357;16
36538812;16
36539025;16
36539156;14
36539511;16
36541309;13
36541406;4
36542004;4
36542710;16
36543289;16
36543991;16
36545218;5
36545415;16
36546040;16
36547221;6
36547835;11
36548815;16
36549104;16
36549938;16
36550193;16
36550644;1
36551759;16
36552037;14
36552593;16
36552797;16
36553126;16
36553149;16
36553388;13
36553600;16
36553863;16
36554013;16
36554295;16
36554368;16
36554692;12
36554897;16
36554989;16
36555171;16
36556201;16
36557123;16
36557158;11
36557162;7
36558690;16
36558771;9
36559474;16
36559736;16
36560396;16
36562723;16
36563379;16
36563506;16
36564286;16
36564691;16
36564899;16
36565139;11
36565791;16
36566300;16
36568137;15
36568612;16
36569001;16
36569615;16
36570379;16
36570634;16
36570931;4
36571054;16
36571101;16
36571537;16
36571637;16
36571946;16
36572988;16
36573177;12
36573501;16
36573779;4
36574358;16
36574582;16
36575261;16
36575542;16
36575566;16
36575743;16
36575755;11
36575955;16
36576276;12
36576295;7
36576388;16
36576391;16
36576588;10
36576835;16
36577476;16
36578641;16
36578664;12
36578981;16
36579537;16
36579737;16
36580250;16
36580629;16
36580752;16
36581613;16
36581999;16
36582685;16
36582832;16
36583450;16
36583473;1
36583986;10
36584681;16
36585012;16
36585163;16
36585815;16
36586147;15
36586197;16
36587339;16
36587498;16
36588223;16
36588277;16
36589072;16
36590180;11
36590731;14
36590840;16
36591156;12
36592707;16
36592823;16
36593159;16
36593209;10
36593591;15
36593718;16
36594544;15
36595366;16
36597867;16
36598218;16
36599943;16
36600317;16
36600622;16
36600796;4
36601197;16
36601641;14
36602243;12
36602482;16
36603208;16
36603651;16
36603914;16
36605068;16
36605870;16
36605982;10
36606032;16
36607140;16
36607152;16
36607472;16
36607738;16
36608055;16
36609228;16
36609397;16
36610150;16
36610517;16
36610841;16
36610868;16
36612346;16
36612921;2
36613017;16
36614464;16
36614796;12
36615016;10
36616440;7
36618227;16
36618231;14
36621901;16
36622013;16
36622090;13
36623024;16
36623190;7
36623560;13
36624586;16
36625204;16
36625219;16
36625331;14
36625929;16
36626049;8
36626134;16
36626331;16
36627295;13
36627766;16
36628484;16
36628928;16
36629105;16
36629912;16
36631182;6
36631807;16
36632038;9
36632258;16
36632640;16
36632764;16
36632976;16
36633111;16
36633489;1
36633809;11
36633891;16
36634095;16
36634145;16
36634477;16
36634655;16
36635689;16
36635859;16
36636252;16
36636623;16
36637896;16
36637996;11
36638170;16
36638645;16
36639436;12
36639799;6
36640258;16
36640536;16
36640663;4
36640686;16
36640763;9
36640802;16
36641828;4
36641940;16
36642087;16
36642689;16
36643268;2
36643750;16
36643943;13
36644094;16
36644206;15
36644287;16
36644908;16
36646023;16
36646652;16
36648238;9
36649396;16
36649546;16
36649797;16
36649801;16
36649820;16
36649894;16
36649898;14
36650295;16
36651268;16
36651665;1
36651804;6
36652163;16
36653321;11
36654745;16
36654968;9
36655293;4
36655435;9
36655551;16
36655744;11
36656095;2
36656558;16
36657616;16
36658434;16
36658511;16
36659622;16
36659634;16
36660220;16
36660359;16
36660772;16
36663547;11
36663863;16
36664766;16
36665071;16
36665075;16
36665256;16
36665388;16
36665511;16
36666090;9
36666445;14
36666800;16
36666839;15
36666924;8
36667032;16
36667198;16
36667383;16
36667537;16
36667657;16
36667938;16
36668328;16
36669092;16
36670103;4
36670578;16
36670624;16
36671458;8
36671678;16
36672118;8
36675070;16
36675348;16
36675529;16
36676629;9
36676810;16
36677297;16
36677675;16
36678103;16
36678122;16
36678254;4
36678269;16
36678338;16
36678694;1
36679921;16
36680515;13
36680963;16
36681163;16
36681167;16
36681927;16
36683162;16
36683814;16
36683996;16
36684717;9
36685026;14
36685574;16
36685837;16
36685983;16
36686172;16
36686485;12
36687280;14
36687484;16
36687500;3
36688360;16
36689402;16
36689530;16
36689908;4
36691150;16
36691212;16
36691347;16
36691702;16
36691857;15
36693064;16
36693223;16
36695434;16
36695488;16
36695577;16
36696619;16
36696622;11
36696676;13
36696827;16
36697109;16
36697958;16
36698297;14
36698911;15
36699227;16
36699250;16
36699713;13
36700138;16
36700454;16
36701191;16
36701269;16
36701959;16
36703484;16
36703870;16
36704009;16
36704437;13
36705178;12
36705321;16
36705340;8
36706185;1
36707617;16
36707964;16
36708670;16
36709114;16
36709272;1
36709600;6
36710005;16
36710191;16
36710943;16
36711290;16
36711464;16
36711561;12
36711869;12
36712055;16
36712502;16
36714285;16
36714536;4
36715304;16
36716585;16
36717639;16
36718086;16
36718924;16
36718997;16
36719911;16
36720452;16
36720548;16
36721347;16
36722026;16
36723103;16
36724828;16
36725229;14
36725908;16
36726009;16
36726607;16
36727363;16
36727398;16
36728189;16
36728282;9
36728648;16
36728768;16
36729057;16
36729107;3
36729273;16
36729470;16
36729590;16
36730215;16
36731041;12
36731585;16
36731871;16
36732253;12
36732368;16
36732376;16
36732635;16
36733044;16
36733970;16
36734526;10
36734722;16
36735347;10
36735618;16
36736644;16
36736798;8
36736872;11
36737107;1
36738388;16
36738473;15
36738604;12
36739033;16
36739507;13
36739689;16
36739758;16
36740090;16
36740789;16
36741873;8
36743278;16
36744242;16
36744540;15
36745041;16
36746674;16
36748086;16
36748275;14
36750934;16
36752493;13
36752821;16
36753257;16
36753481;8
36753496;8
36753886;16
36754272;16
36754681;16
36755121;10
36757058;16
36757703;16
36757973;4
36759015;16
36759478;12
36759883;13
36759991;15
36760744;16
36762333;16
36762565;16
36762592;16
36763032;16
36763036;16
36763182;16
36764058;11
36764170;16
36764853;4
36764985;16
36765463;16
36766270;5
36766710;16
36767273;16
36767964;16
36768045;16
36768299;16
36768790;16
36768847;12
36768921;16
36769206;16
36769260;16
36769453;16
36769523;16
36770024;16
36770028;16
36770032;16
36770036;16
36770125;16
36770491;16
36771182;16
36771707;16
36772803;16
36773675;16
36774852;16
36774871;12
36775674;16
36775840;16
36776106;1
36777650;14
36778970;16
36779093;16
36779271;16
36780444;8
36780521;16
36781933;16
36782782;9
36783122;16
36783346;15
36783589;16
36783913;10
36783975;16
36784145;16
36784557;16
36785021;16
36785078;16
36785453;16
36786255;8
36786294;16
36787139;16
36787155;16
36787189;13
36787475;12
36787564;16
36787706;16
36789308;16
36789316;16
36789401;16
36790331;16
36790971;16
36792137;16
36792252;16
36792337;16
36792820;10
36792912;16
36793842;2
36794051;16
36794309;16
36794340;16
36794583;16
36794683;16
36795216;16
36795374;16
36795459;16
36795613;16
36795803;2
36798099;16
36798624;14
36799700;16
36800009;16
36800210;16
36800333;16
36800403;16
36800472;10
36802772;16
36804385;4
36804393;16
36804508;16
36804659;16
36805288;16
36805307;16
36805755;4
36806411;15
36806558;16
36807052;10
36807136;16
36807464;16
36807665;16
36808117;16
36808298;14
36808977;16
36809024;16
36809232;16
36809552;16
36809633;16
36810706;8
36810814;16
36811432;16
36812176;15
36812836;16
36813203;8
36813446;16
36814079;16
36814542;1
36814604;16
36816313;16
36816452;16
36816495;4
36817791;16
36818405;16
36818868;16
36819157;16
36819246;16
36819840;16
36820176;16
36820589;16
36820662;16
36822661;16
36823325;16
36823537;8
36823676;16
36823711;16
36824220;14
36824560;16
36824633;16
36824695;12
36825644;16
36825829;16
36826779;16
36827196;12
36827855;16
36828133;16
36828141;14
36828388;16
36828542;16
36828635;16
36829658;16
36829685;14
36830225;16
36830711;16
36830889;16
36831278;16
36833594;6
36835489;16
36837275;16
36837391;16
36838012;16
36838448;16
36839969;1
36839984;3
36840274;16
36840347;14
36841285;4
36841898;16
36842265;16
36842396;11
36844441;16
36845557;16
36845618;16
36845638;4
36846151;14
36846390;9
36846417;16
36848474;16
36848864;12
36850145;16
36850380;16
36851631;9
36853973;16
36854201;14
36854506;16
36855879;16
36856316;16
36856686;16
36857029;16
36857246;16
36857280;16
36857994;4
36858720;16
36859191;13
36859542;16
36859835;16
36863601;7
36863852;16
36864335;16
36865542;16
36867183;16
36867294;16
36867842;16
36867916;12
36868012;4
36868031;16
36868904;16
36869008;16
36869089;16
36869645;16
36869849;16
36870980;14
36871053;16
36871470;16
36871478;16
36871601;16
36871744;16
36872246;16
36872697;16
36873179;16
36873650;16
36874013;2
36875097;9
36875668;16
36879088;16
36879435;1
36879917;16
36879933;16
36880326;11
36880782;16
36881387;16
36881692;16
36881893;16
36881966;16
36882167;16
36883402;13
36883684;16
36883707;16
36884425;4
36886072;16
36886423;4
36888202;16
36888214;15
36888920;16
36888924;16
36889136;8
36892220;14
36892471;16
36892671;16
36893489;6
36893705;5
36893837;11
36894068;16
36894196;16
36894215;16
36894377;16
36894925;16
36895245;16
36895538;8
36896279;11
36896418;16
36896762;16
36897939;16
36898082;16
36898691;4
36901107;16
36901169;16
36901879;9
36903264;8
36903577;16
36903662;16
36904121;16
36904680;2
36904796;16
36904893;16
36905086;16
36905171;16
36905367;16
36906425;16
36906838;16
36906938;16
36907401;16
36908022;9
36910592;16
36911299;12
36911380;7
36911928;16
36912109;16
36912256;16
36912437;16
36912753;16
36913186;16
36913213;16
36914120;16
36914297;16
36914644;16
36915266;5
36916145;16
36916659;16
36917226;16
36917836;4
36918538;16
36919476;16
36919484;16
36920444;11
36920479;12
36921104;16
36921660;16
36922478;16
36922806;16
36923115;16
36923153;16
36923640;16
36923813;16
36924006;16
36924836;16
36925145;16
36925245;13
36926711;3
36927051;13
36927317;2
36927437;16
36927622;16
36927734;16
36928463;16
36928552;16
36928583;16
36928587;16
36929139;16
36929258;16
36929474;12
36929505;16
36929571;12
36929826;16
36929949;12
36930443;16
36930648;16
36930698;16
36930895;16
36931041;16
36931651;8
36931666;16
36933067;16
36933341;16
36934387;16
36935313;16
36935942;16
36936899;7
36937223;16
36937713;13
36937717;16
36938358;16
36938701;16
36939319;16
36941349;16
36942375;16
36942394;16
36942475;16
36943116;14
36943301;8
36943988;13
36944521;16
36945497;16
36945655;16
36946207;16
36947087;16
36947106;16
36947168;16
36947222;16
36947276;16
36948079;2
36948685;16
36948692;16
36948781;16
36949468;16
36950166;16
36950294;12
36950687;16
36950780;10
36951598;16
36951861;16
36951942;4
36952258;16
36952652;5
36952675;16
36952721;16
36953597;16
36954388;16
36955021;16
36955816;16
36955889;16
36956055;16
36956734;16
36956777;16
36956839;16
36957198;15
36957418;6
36957607;16
36957796;16
36957873;14
36957927;16
36958043;16
36958579;16
36958795;16
36959482;10
36959613;16
36959957;16
36962041;3
36962361;16
36962754;16
36962820;16
36962882;16
36963275;16
36963287;16
36963816;16
36963827;16
36963843;16
36964796;16
36965325;16
36965637;10
36966698;16
36966799;14
36967258;16
36967447;10
36967455;16
36967655;16
36967729;16
36967845;16
36968088;16
36968277;16
36968612;13
36969311;16
36969388;16
36969597;16
36970017;16
36970117;16
36970569;8
36970862;16
36970997;15
36971102;16
36971213;16
36971649;16
36971684;16
36971711;16
36971978;16
36973220;16
36973826;16
36974941;16
36974988;16
36975080;16
36976489;16
36976616;16
36977264;2
36977685;16
36977893;16
36978522;16
36979055;4
36979564;16
36980502;16
36980710;16
36980822;16
36981509;16
36981768;16
36981941;16
36981961;16
36982273;16
36982308;16
36982347;16
36982389;1
36982435;7
36982474;16
36982655;16
36982694;16
36982787;6
36983747;16
36985029;11
36985152;2
36985677;16
36986433;16
36986800;16
36987151;16
36987386;16
36988058;16
36988243;13
36988656;8
36989212;11
36989385;16
36989486;16
36989702;16
36990099;16
36990346;16
36991574;3
36991820;11
36992365;16
36993140;16
36993955;12
36994070;16
36994105;14
36995290;16
36995340;16
36996455;16
36997887;16
36997898;16
36998813;16
36998859;16
37001202;16
37001653;16
37003015;7
37003185;2
37003401;16
37003768;4
37004003;12
37004158;16
37004192;4
37004324;16
37004571;16
37004698;16
37004752;13
37005979;16
37006245;16
37006303;16
37006890;16
37006913;16
37006979;16
37007249;14
37008044;16
37008063;16
37008445;12
37009495;16
37009985;16
37010498;16
37010726;16
37010841;16
37012092;16
37012821;16
37013188;16
37014044;16
37014917;15
37015017;16
37016615;13
37017027;16
37017105;1
37017533;16
37017672;10
37018220;16
37018614;16
37018714;16
37019111;10
37019277;16
37020099;16
37020254;16
37021936;3
37022206;16
37023136;16
37023298;16
37023372;16
37023460;11
37023545;1
37023993;16
37024676;4
37025818;16
37028577;16
37029164;16
37029172;14
37030229;16
37030302;16
37030534;16
37031225;4
37031279;16
37031804;16
37032120;16
37033440;16
37033640;16
37033787;16
37033810;1
37034173;16
37035026;5
37037307;8
37037376;16
37037507;15
37038460;14
37038673;16
37038684;16
37038812;15
37039012;14
37039360;16
37040208;16
37040641;16
37040853;16
37041193;2
37041972;16
37042018;16
37042991;16
37043558;4
37043570;16
37044592;16
37045634;16
37045850;16
37047035;1
37047490;16
37048220;16
37048463;16
37048629;16
37049895;12
37050192;16
37050566;14
37050940;4
37051477;16
37052114;16
37052472;16
37052488;8
37052565;16
37053345;16
37053487;13
37054699;16
37054865;16
37055370;16
37057578;16
37060125;16
37060908;16
37061456;16
37061738;1
37061977;6
37062359;16
37062486;6
37063293;16
37063783;16
37064397;13
37064439;16
37064443;16
37064501;9
37065010;13
37065473;16
37065485;16
37065581;16
37065655;8
37066210;10
37066523;16
37066589;16
37066654;6
37067542;16
37068352;6
37068553;16
37068692;5
37068973;16
37069452;9
37070648;16
37071243;16
37071339;16
37071490;6
37071505;16
37071536;16
37072080;16
37072176;16
37072968;16
37073230;16
37073998;8
37074206;16
37075244;16
37075642;16
37076008;16
37076911;4
37078436;16
37079173;16
37079208;16
37079864;15
37080404;16
37080740;10
37081411;16
37081430;15
37081716;16
37082218;16
37082576;16
37083144;16
37083167;13
37083483;16
37083966;16
37084321;16
37085417;16
37086428;16
37086493;16
37086578;16
37086636;16
37086956;16
37088361;16
37088828;16
37090171;16
37091668;16
37092189;16
37092699;1
37092834;16
37092953;16
37092965;16
37093119;16
37093501;13
37094134;9
37094285;13
37094478;16
37094597;16
37096650;16
37097268;16
37097715;16
37097735;16
37098495;1
37099193;16
37099479;2
37100251;16
37100502;16
37101343;16
37102215;16
37103083;12
37103427;16
37104087;16
37104237;16
37104480;16
37104839;16
37105240;16
37105306;8
37105537;16
37105896;16
37106132;13
37106163;16
37106498;16
37107371;16
37107374;16
37107571;16
37107764;16
37107849;16
37107930;16
37108173;16
37109752;16
37110076;16
37110126;16
37110357;16
37110462;16
37110662;16
37111168;16
37111272;16
37111743;16
37111832;16
37113001;6
37113391;16
37113495;4
37114027;4
37114058;15
37114803;16
37115401;16
37115667;12
37115984;2
37116906;16
37117250;16
37117489;16
37118384;16
37118778;16
37119353;16
37119542;16
37119704;14
37119735;16
37119947;16
37120128;16
37120410;16
37120831;16
37122201;16
37123401;16
37123416;16
37123447;3
37124450;16
37124512;12
37125604;16
37126503;16
37127067;16
37127071;4
37127287;13
37127441;13
37127742;16
37128120;14
37128147;7
37128676;16
37128691;16
37129182;16
37131590;16
37132601;16
37132674;16
37133419;16
37133423;16
37133430;16
37133631;13
37133936;16
37134152;7
37134260;16
37134322;16
37134850;16
37134970;14
37134986;16
37135287;5
37135684;4
37135723;16
37136290;16
37137251;16
37137752;16
37137945;16
37137949;16
37137972;7
37138648;16
37138918;16
37138941;16
37139200;15
37139389;16
37140604;13
37141376;16
37141739;16
37141777;16
37142213;15
37142669;4
37143390;16
37143537;12
37143603;16
37143938;16
37144556;12
37144583;5
37145899;16
37147666;16
37148326;16
37148616;16
37149040;16
37149048;16
37149214;16
37150958;16
37151552;8
37151668;16
37152756;16
37153590;16
37153821;16
37153860;16
37153883;16
37154628;15
37155461;16
37155504;16
37155805;16
37156029;8
37156438;16
37156592;16
37157086;16
37157155;15
37157622;16
37157661;16
37157854;16
37157869;16
37157885;16
37157904;16
37158294;16
37158907;8
37159170;16
37159602;16
37159679;4
37160347;16
37161393;16
37162099;16
37162103;16
37162377;16
37162554;16
37163168;16
37164472;16
37164920;16
37165518;4
37165885;16
37166263;16
37167008;13
37167266;16
37167336;16
37167822;16
37168339;16
37169809;13
37170245;6
37171596;16
37172067;16
37172202;14
37172399;12
37173066;16
37173541;16
37173745;7
37173784;16
37173934;16
37174262;16
37176315;16
37177728;16
37177871;7
37177882;16
37178033;16
37178040;16
37178044;16
37178129;16
37178218;16
37179383;4
37179962;16
37180313;16
37180445;16
37181942;16
37182335;16
37182378;16
37182636;12
37183011;16
37183285;16
37183493;16
37183667;16
37184334;16
37186175;16
37188031;16
37189478;16
37189509;5
37191339;16
37191871;6
37192635;16
37193129;16
37193249;12
37193496;16
37195495;16
37195591;13
37196185;16
37196371;16
37197297;16
37197347;16
37198277;13
37199466;16
37199593;4
37200106;16
37200585;15
37200666;16
37203043;16
37204031;3
37204038;16
37204104;16
37204887;14
37205088;2
37205953;14
37206088;16
37206666;13
37206875;16
37206971;16
37207542;16
37207701;1
37208256;16
37208526;6
37208700;4
37209321;16
37209557;16
37209661;16
37209738;16
37210143;16
37210738;16
37211201;16
37211919;16
37212652;16
37213617;16
37217078;16
37217356;16
37218344;16
37219548;13
37219552;3
37219660;16
37219941;12
37220200;16
37220412;11
37221427;14
37222666;9
37222805;3
37223503;16
37223507;16
37223519;16
37224889;16
37226371;16
37226764;16
37228462;16
37228535;16
37228906;16
37230345;16
37230862;12
37232151;16
37232993;16
37233158;16
37233267;16
37233286;10
37233324;2
37234220;16
37234424;14
37234883;14
37235269;16
37235516;16
37235933;16
37236076;16
37236184;16
37236196;16
37236199;16
37237118;16
37238438;16
37238449;16
37238453;16
37238461;16
37239341;16
37241506;7
37243007;16
37243041;16
37243400;16
37244539;16
37245457;16
37246630;16
37247194;16
37247583;1
37247769;16
37248348;14
37248668;16
37248791;16
37249505;4
37249945;11
37251439;16
37251442;16
37251805;16
37251886;16
37252222;16
37256463;4
37257023;16
37257084;16
37257513;16
37257821;16
37257899;10
37257956;16
37257968;16
37258458;16
37259720;16
37260183;8
37261352;13
37261457;16
37262738;16
37264656;7
37264860;16
37266203;15
37267453;16
37267677;16
37267889;16
37269823;16
37270043;16
37270224;16
37270444;16
37271224;16
37271432;16
37271803;16
37272289;14
37273311;16
37273801;16
37274604;16
37274951;16
37275685;16
37276642;16
37277329;16
37277379;16
37277695;16
37278494;16
37278536;16
37278633;16
37278864;16
37279223;16
37281936;9
37284719;16
37285174;16
37285263;16
37285753;16
37285803;8
37287632;16
37287729;4
37288624;10
37289006;16
37289369;16
37289917;1
37290847;16
37291379;16
37291383;16
37291808;14
37292147;16
37292344;16
37295408;8
37296079;16
37296755;16
37298148;16
37298256;9
37298295;11
37299209;16
37300811;2
37301177;16
37301401;7
37301598;16
37302292;10
37302312;16
37302323;16
37302439;16
37303018;16
37303412;16
37303423;7
5613512;16
5615175;16
5618347;12
5619493;1
5620559;16
5622461;16
5632633;16
5634146;16
5636180;16
5637816;16
5647039;16
5652218;16
5654807;8
5655317;16
5656478;16
5656717;16
5657026;4
5664354;12
5673025;16
5683699;12
5686682;16
5699830;16
5702794;16
5703122;9
5718122;16
5723077;8
5732570;16
5733068;16
5740365;16
5741364;16
5743113;16
5743661;16
5747404;8
5751803;8
5766734;16
5774834;16
5789660;16
5790192;16
5790277;13
5796266;16
5798798;16
5803711;16
5806531;4
5812293;16
5812667;16
5819166;10
5820462;2
5824352;16
5824688;4
5825201;16
5825371;16
5825803;16
5827698;16
5829411;16
5830994;4
5836404;16
5837465;16
5846287;10
5846503;16
5847637;16
5847800;16
5847838;16
5851531;5
5855112;16
5856390;16
5858609;16
5859755;14
5860214;9
5860442;16
5860774;16
5861522;16
5874955;16
5879420;16
5881249;16
5884240;16
5887312;16
5898160;16
5899603;16
5900432;16
5902987;16
5908270;16
5917262;6
5937880;16
5940076;16
5951966;16
5954659;16
5959695;16
5963357;16
5963616;16
5965966;16
5973047;16
5974263;16
5974348;6
5974676;16
5990911;16
5991976;3
5995881;14
5996923;16
6009932;16
6010402;16
6012340;16
6013470;16
6023446;9
6029219;16
6034811;15
6042104;16
6049687;16
6055580;8
6060689;16
6074477;16
6081728;4
6083118;8
6085707;1
6089053;16
6105029;4
6112218;1
6122904;16
6123270;16
6126068;16
6140894;16
6143357;16
