age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;deposit
28;student;single;secondary;no;1925;no;no;cellular;25;nov;487;1;97;2;failure;yes
72;retired;married;secondary;no;1129;no;no;cellular;25;nov;208;1;91;1;success;yes
29;admin.;single;secondary;no;265;yes;no;cellular;25;nov;414;1;184;1;failure;yes
58;technician;married;secondary;no;3399;no;no;telephone;30;nov;1628;2;188;8;success;yes
22;student;single;tertiary;no;691;no;no;cellular;30;nov;260;5;103;1;success;yes
60;retired;divorced;tertiary;no;4;yes;no;cellular;2;dec;415;1;190;5;failure;yes
29;technician;single;secondary;no;1165;no;no;cellular;3;dec;244;2;184;1;success;yes
36;admin.;divorced;tertiary;no;4708;no;no;cellular;3;dec;284;1;171;1;failure;yes
68;retired;married;tertiary;no;2820;no;no;cellular;3;dec;154;1;97;2;failure;yes
48;management;married;tertiary;no;1147;no;no;cellular;3;dec;155;1;120;3;success;yes
28;services;single;secondary;no;339;no;no;cellular;3;dec;350;1;182;1;success;yes
49;management;married;tertiary;no;5887;no;no;cellular;4;dec;439;3;185;5;success;yes
43;management;single;tertiary;no;11891;no;no;cellular;4;dec;821;5;242;1;success;yes
28;student;single;unknown;no;78;no;no;cellular;4;dec;232;3;310;2;failure;yes
44;admin.;single;secondary;no;733;yes;no;cellular;4;dec;360;2;105;5;success;yes
29;student;single;secondary;no;314;no;no;cellular;7;dec;415;2;116;4;failure;yes
42;management;married;tertiary;no;254;no;no;cellular;9;dec;288;7;183;4;success;yes
37;admin.;married;secondary;no;0;yes;no;cellular;9;dec;179;1;190;1;success;yes
79;retired;married;secondary;no;8304;no;no;cellular;9;dec;456;2;275;9;success;yes
58;management;married;tertiary;no;256;no;no;cellular;10;dec;422;1;188;3;success;yes
30;technician;married;secondary;no;2326;no;no;cellular;14;dec;420;1;175;2;failure;yes
36;management;married;tertiary;no;925;no;no;cellular;14;dec;321;3;189;4;success;yes
29;management;single;tertiary;no;572;no;no;cellular;16;dec;314;1;195;1;success;yes
57;retired;married;secondary;no;5313;no;no;cellular;16;dec;283;2;196;1;success;yes
34;services;married;secondary;no;1337;no;no;cellular;17;dec;330;2;127;3;success;yes
57;management;divorced;unknown;no;2986;no;no;cellular;17;dec;222;2;231;1;failure;yes
27;student;single;secondary;no;538;no;no;cellular;18;dec;170;4;197;2;success;yes
50;management;married;tertiary;no;5108;yes;no;cellular;18;dec;406;1;182;2;failure;yes
50;services;married;secondary;no;320;no;no;telephone;21;dec;294;3;315;4;success;yes
32;admin.;single;secondary;no;131;yes;no;cellular;21;dec;322;1;189;1;success;yes
59;retired;married;primary;no;2074;no;no;cellular;21;dec;467;1;186;2;success;yes
68;retired;married;secondary;no;1443;no;no;telephone;21;dec;2062;2;257;1;success;yes
64;self-employed;married;tertiary;no;661;no;no;cellular;21;dec;367;2;294;2;failure;yes
60;admin.;married;secondary;no;3735;no;no;cellular;22;dec;190;1;188;9;success;yes
72;retired;married;primary;no;4657;no;no;cellular;22;dec;305;3;309;5;success;yes
30;blue-collar;married;primary;no;5;no;no;cellular;23;dec;282;1;203;1;success;yes
43;management;married;tertiary;no;3518;no;no;cellular;28;dec;206;2;196;2;success;yes
39;technician;single;tertiary;no;25;yes;no;cellular;28;dec;315;1;210;2;success;yes
38;admin.;married;secondary;no;11303;no;no;cellular;28;dec;473;2;216;2;failure;yes
32;management;single;tertiary;no;718;yes;no;cellular;29;dec;155;1;197;1;success;yes
23;services;single;secondary;no;870;no;no;cellular;29;dec;296;1;176;4;success;yes
35;unemployed;married;secondary;no;978;no;no;cellular;29;dec;1370;3;209;3;success;yes
61;management;married;secondary;no;544;no;no;cellular;29;dec;63;3;200;9;success;yes
25;technician;single;secondary;no;139;no;yes;cellular;11;jan;202;1;91;1;success;yes
57;retired;married;secondary;no;1044;no;no;telephone;11;jan;585;1;192;2;success;yes
55;admin.;married;secondary;no;1633;no;no;cellular;11;jan;210;1;192;2;success;yes
73;retired;married;primary;no;1388;no;no;telephone;11;jan;767;2;83;1;success;yes
31;technician;single;secondary;no;2544;no;no;cellular;12;jan;229;1;279;2;success;yes
21;student;single;secondary;no;2488;no;no;telephone;12;jan;661;2;92;1;success;yes
28;self-employed;single;tertiary;no;1579;no;no;cellular;13;jan;163;1;91;3;failure;yes
31;unemployed;married;tertiary;no;330;no;no;cellular;13;jan;260;1;194;2;success;yes
70;retired;divorced;primary;no;482;no;no;telephone;14;jan;372;1;196;2;success;yes
59;technician;married;primary;no;4198;no;no;cellular;14;jan;309;1;91;10;success;yes
48;unemployed;married;secondary;no;817;no;no;cellular;14;jan;517;1;282;4;success;yes
33;services;single;secondary;no;133;no;no;cellular;14;jan;305;2;274;1;success;yes
60;retired;divorced;tertiary;no;979;yes;no;cellular;15;jan;295;3;347;1;failure;yes
79;retired;married;primary;no;8556;no;no;telephone;18;jan;326;2;272;2;success;yes
64;retired;married;secondary;no;588;no;no;cellular;18;jan;366;1;91;2;failure;yes
42;technician;married;secondary;no;994;yes;no;cellular;18;jan;453;1;67;9;success;yes
47;blue-collar;married;secondary;no;820;no;no;cellular;18;jan;262;1;91;1;success;yes
66;retired;married;secondary;no;203;no;no;cellular;18;jan;353;1;195;1;success;yes
61;retired;married;secondary;no;86;no;no;cellular;25;jan;639;1;94;1;success;yes
27;admin.;married;tertiary;no;2855;no;no;cellular;25;jan;240;1;301;3;failure;yes
36;management;married;tertiary;no;203;no;no;cellular;25;jan;255;1;88;1;success;yes
38;unemployed;married;primary;no;7005;yes;no;cellular;25;jan;696;1;202;2;success;yes
92;retired;married;unknown;no;775;no;no;cellular;26;jan;164;4;96;3;success;yes
77;retired;married;secondary;no;4112;no;no;telephone;26;jan;1616;1;95;2;success;yes
81;retired;married;primary;no;243;no;no;cellular;27;jan;340;1;92;1;success;yes
42;unknown;single;unknown;no;942;no;no;cellular;27;jan;245;1;92;2;success;yes
52;services;married;secondary;no;992;yes;no;cellular;27;jan;342;1;92;2;success;yes
38;housemaid;divorced;secondary;no;70;no;no;cellular;27;jan;164;4;92;4;success;yes
61;admin.;married;unknown;no;4629;yes;no;cellular;27;jan;181;1;92;1;success;yes
20;student;single;unknown;no;829;no;no;cellular;27;jan;196;3;202;2;success;yes
39;admin.;married;secondary;no;0;no;no;cellular;27;jan;366;1;436;10;failure;yes
36;student;single;tertiary;no;129;no;no;cellular;28;jan;918;1;93;1;success;yes
52;services;married;secondary;no;659;no;no;cellular;28;jan;390;4;93;1;success;yes
80;retired;married;primary;no;997;no;no;cellular;28;jan;151;1;91;3;success;yes
33;technician;married;tertiary;no;1699;no;no;cellular;28;jan;202;1;83;3;success;yes
56;technician;married;tertiary;no;1181;no;no;cellular;28;jan;186;1;433;1;failure;yes
54;admin.;married;secondary;no;0;no;no;cellular;28;jan;161;1;98;2;failure;yes
66;retired;married;tertiary;no;1948;no;no;cellular;28;jan;216;1;91;4;success;yes
28;admin.;single;secondary;no;261;yes;yes;cellular;29;jan;254;3;142;6;success;yes
36;technician;married;tertiary;no;202;no;no;cellular;29;jan;313;1;120;3;failure;yes
56;services;married;secondary;no;1989;no;no;cellular;3;feb;336;2;281;2;failure;yes
33;technician;married;secondary;no;303;yes;no;cellular;3;feb;355;1;301;5;success;yes
72;retired;married;primary;no;2600;no;no;cellular;3;feb;443;2;82;3;success;yes
44;technician;married;tertiary;no;1818;yes;yes;cellular;3;feb;508;1;92;4;failure;yes
52;blue-collar;married;secondary;no;955;no;yes;cellular;3;feb;153;1;48;3;success;yes
37;technician;single;secondary;no;265;yes;yes;cellular;3;feb;140;1;366;2;failure;yes
78;retired;married;unknown;no;4807;no;no;telephone;3;feb;892;2;104;4;success;yes
45;admin.;married;secondary;no;205;no;no;cellular;3;feb;373;1;92;1;success;yes
68;retired;married;tertiary;no;2812;no;no;cellular;3;feb;279;2;181;1;failure;yes
55;management;divorced;tertiary;no;2037;no;no;cellular;4;feb;305;2;94;3;success;yes
32;student;single;tertiary;no;0;no;no;cellular;4;feb;233;3;276;2;failure;yes
55;admin.;married;secondary;no;602;no;no;cellular;4;feb;390;2;150;6;success;yes
41;technician;single;tertiary;no;1646;yes;no;cellular;4;feb;261;1;184;6;success;yes
35;unemployed;single;tertiary;no;415;no;no;cellular;4;feb;649;1;176;1;failure;yes
80;retired;married;secondary;no;2354;no;no;telephone;4;feb;739;1;181;2;failure;yes
38;technician;married;secondary;no;318;no;no;cellular;4;feb;383;1;181;5;failure;yes
48;blue-collar;married;secondary;no;1730;yes;no;cellular;4;feb;489;1;178;2;failure;yes
25;management;married;unknown;no;448;no;no;cellular;5;feb;151;1;297;1;success;yes
36;admin.;single;tertiary;no;994;no;no;cellular;5;feb;195;1;176;5;failure;yes
29;housemaid;single;tertiary;no;19;no;no;cellular;5;feb;110;2;64;2;success;yes
23;admin.;single;tertiary;no;897;yes;no;cellular;8;feb;190;2;280;8;failure;yes
67;retired;divorced;secondary;no;704;no;no;cellular;8;feb;186;2;97;1;success;yes
22;student;single;secondary;no;216;no;no;cellular;8;feb;363;1;187;1;success;yes
45;admin.;married;secondary;no;1206;no;no;telephone;8;feb;309;1;446;3;failure;yes
35;management;married;tertiary;no;62;no;no;cellular;8;feb;469;2;185;2;failure;yes
33;student;married;secondary;no;1536;no;no;cellular;9;feb;359;1;92;3;success;yes
24;student;single;tertiary;no;235;no;no;cellular;9;feb;98;1;92;1;success;yes
18;student;single;unknown;no;108;no;no;cellular;9;feb;92;1;183;1;success;yes
65;entrepreneur;married;tertiary;no;2331;no;no;telephone;9;feb;290;1;92;1;success;yes
27;management;single;tertiary;no;390;no;no;cellular;9;feb;120;2;104;2;failure;yes
35;admin.;single;secondary;no;-32;no;yes;cellular;9;feb;63;4;182;5;failure;yes
39;blue-collar;single;tertiary;no;172;yes;no;cellular;9;feb;125;2;183;2;failure;yes
53;admin.;married;secondary;no;10541;no;no;cellular;9;feb;164;2;92;1;success;yes
23;student;single;secondary;no;480;no;no;cellular;9;feb;742;2;182;1;failure;yes
34;admin.;married;secondary;no;2374;yes;no;cellular;9;feb;243;2;92;3;success;yes
52;unemployed;married;secondary;no;94;no;no;cellular;10;feb;153;1;92;13;success;yes
61;retired;married;tertiary;no;2557;yes;no;cellular;10;feb;158;2;92;5;success;yes
58;technician;married;secondary;no;589;yes;no;cellular;10;feb;511;3;183;6;success;yes
48;unemployed;divorced;secondary;no;201;no;no;cellular;10;feb;406;2;92;2;success;yes
58;management;married;secondary;no;2155;no;yes;cellular;10;feb;135;2;92;5;success;yes
39;technician;divorced;secondary;no;902;yes;no;cellular;10;feb;691;2;180;5;failure;yes
44;management;married;tertiary;no;1791;no;no;cellular;11;feb;71;1;190;1;success;yes
54;unknown;married;secondary;no;2206;no;no;cellular;11;feb;449;1;91;3;success;yes
27;student;single;tertiary;no;5291;no;no;cellular;11;feb;293;1;91;4;success;yes
77;retired;married;secondary;no;638;no;no;cellular;11;feb;288;1;188;1;success;yes
76;retired;married;primary;no;3324;no;no;cellular;11;feb;309;1;90;4;success;yes
28;blue-collar;married;secondary;no;61;yes;no;cellular;11;feb;253;1;174;4;success;yes
35;management;married;tertiary;no;0;yes;no;cellular;11;feb;391;2;92;5;success;yes
59;technician;married;secondary;no;116;no;no;cellular;11;feb;268;1;183;7;success;yes
42;blue-collar;married;secondary;no;413;yes;no;cellular;11;feb;456;2;184;2;success;yes
35;self-employed;single;tertiary;no;353;no;no;cellular;11;feb;352;1;183;1;success;yes
60;retired;married;secondary;no;523;no;no;cellular;11;feb;467;1;182;3;success;yes
34;blue-collar;married;secondary;no;1454;yes;no;cellular;11;feb;231;2;297;2;failure;yes
57;retired;married;primary;no;9367;no;no;cellular;11;feb;981;1;90;6;success;yes
75;retired;married;secondary;no;291;no;no;cellular;11;feb;515;1;183;1;failure;yes
64;retired;married;tertiary;no;846;no;no;cellular;11;feb;671;1;181;3;failure;yes
36;technician;married;tertiary;no;341;no;no;cellular;12;feb;419;2;183;1;success;yes
29;technician;single;secondary;no;113;no;no;cellular;12;feb;328;2;183;4;success;yes
34;management;single;tertiary;no;13014;no;no;cellular;12;feb;637;1;183;1;success;yes
41;management;married;tertiary;no;27696;no;no;cellular;12;feb;138;2;184;3;success;yes
21;student;single;secondary;no;123;no;no;telephone;12;feb;379;5;93;2;success;yes
54;technician;married;secondary;no;10185;no;no;cellular;12;feb;251;1;186;3;success;yes
29;management;single;tertiary;no;1026;no;no;cellular;12;feb;138;2;92;2;success;yes
38;services;married;secondary;no;775;no;no;cellular;12;feb;1835;3;182;2;success;yes
48;unemployed;married;secondary;no;926;no;no;cellular;15;feb;382;4;185;6;success;yes
46;management;married;tertiary;no;349;no;no;cellular;15;feb;295;2;616;1;failure;yes
32;technician;married;secondary;no;484;yes;no;cellular;15;feb;83;6;187;3;success;yes
37;management;married;tertiary;no;2987;yes;no;cellular;15;feb;93;1;91;9;failure;yes
37;technician;single;tertiary;no;197;no;no;cellular;15;feb;531;1;91;2;success;yes
23;student;single;secondary;no;431;no;no;cellular;15;feb;201;3;186;2;success;yes
58;admin.;married;secondary;no;169;no;no;cellular;15;feb;216;1;91;4;success;yes
45;management;married;tertiary;no;226;yes;no;cellular;15;feb;91;4;185;6;success;yes
30;unemployed;single;secondary;no;2424;no;no;cellular;15;feb;337;1;95;2;success;yes
23;student;single;secondary;no;1234;no;no;cellular;15;feb;379;1;91;1;success;yes
34;management;married;tertiary;no;271;yes;no;cellular;15;feb;308;1;94;4;success;yes
61;self-employed;divorced;tertiary;no;52587;no;no;cellular;15;feb;394;3;189;1;success;yes
27;blue-collar;single;secondary;no;535;no;no;cellular;15;feb;171;1;91;2;success;yes
52;technician;married;secondary;no;195;yes;no;cellular;18;feb;220;1;63;5;failure;yes
35;management;single;tertiary;no;681;no;no;cellular;18;feb;737;1;561;2;success;yes
66;retired;married;secondary;no;2326;no;yes;cellular;18;feb;232;1;181;1;success;yes
52;services;married;secondary;no;961;no;yes;cellular;18;feb;222;1;553;4;failure;yes
38;management;single;tertiary;no;455;yes;no;cellular;19;feb;255;2;555;6;success;yes
59;self-employed;married;tertiary;no;2013;no;no;cellular;19;feb;222;4;94;2;success;yes
47;blue-collar;married;secondary;no;1568;yes;no;cellular;19;feb;388;1;262;7;success;yes
22;student;single;unknown;no;1215;no;no;cellular;19;feb;145;3;192;1;failure;yes
60;retired;divorced;secondary;no;1;no;no;cellular;19;feb;302;1;184;1;success;yes
39;management;single;tertiary;no;763;no;no;cellular;22;feb;543;1;189;1;failure;yes
80;housemaid;married;primary;no;0;no;no;cellular;23;feb;639;1;189;1;failure;yes
47;admin.;married;secondary;no;368;no;no;cellular;23;feb;269;1;187;5;success;yes
37;unemployed;married;tertiary;no;7620;no;no;telephone;23;feb;367;1;176;6;failure;yes
29;self-employed;single;tertiary;no;805;no;no;cellular;23;feb;132;1;103;7;failure;yes
40;management;single;tertiary;no;0;yes;no;cellular;23;feb;228;2;182;6;failure;yes
32;management;married;tertiary;no;302;yes;yes;unknown;23;feb;61;1;384;2;failure;yes
20;student;single;secondary;no;215;no;no;cellular;24;feb;175;1;92;6;success;yes
48;housemaid;married;tertiary;no;5473;no;no;cellular;24;feb;127;2;184;2;success;yes
60;admin.;married;secondary;no;106;no;no;cellular;24;feb;137;1;187;4;success;yes
70;retired;married;primary;no;2346;no;no;cellular;24;feb;694;1;184;5;failure;yes
63;technician;married;secondary;no;973;no;no;cellular;25;feb;318;1;388;1;success;yes
59;technician;married;secondary;no;7766;yes;no;cellular;25;feb;1422;1;461;1;failure;yes
22;student;single;secondary;no;948;no;no;telephone;25;feb;169;1;191;3;success;yes
66;management;married;unknown;no;2149;yes;no;cellular;25;feb;98;1;87;10;failure;yes
52;technician;married;secondary;no;117;no;no;cellular;26;feb;959;3;186;6;success;yes
71;retired;divorced;secondary;no;0;no;no;cellular;26;feb;771;1;171;1;success;yes
33;management;married;tertiary;no;71;no;no;cellular;26;feb;335;3;102;2;failure;yes
56;technician;married;secondary;no;1938;no;yes;cellular;26;feb;229;1;192;4;success;yes
30;management;single;tertiary;no;5359;no;no;cellular;26;feb;427;1;191;3;success;yes
73;retired;married;unknown;no;519;no;no;telephone;26;feb;270;3;133;2;success;yes
28;blue-collar;single;secondary;no;-46;yes;no;cellular;2;mar;525;1;89;11;failure;yes
28;technician;single;secondary;no;598;yes;no;cellular;2;mar;177;1;288;2;failure;yes
37;management;single;tertiary;no;1027;yes;no;cellular;2;mar;313;1;152;2;success;yes
25;student;single;secondary;no;154;no;no;cellular;3;mar;141;1;180;2;failure;yes
29;student;single;unknown;no;7585;no;no;cellular;3;mar;145;2;198;1;failure;yes
29;technician;single;tertiary;no;2489;yes;no;cellular;3;mar;355;1;86;5;failure;yes
32;management;married;tertiary;no;2667;yes;no;cellular;4;mar;251;1;181;4;failure;yes
42;management;married;tertiary;no;144;no;no;cellular;4;mar;148;1;87;4;failure;yes
26;admin.;single;tertiary;no;760;yes;no;cellular;4;mar;456;2;281;5;success;yes
73;retired;single;secondary;no;1050;no;no;cellular;4;mar;562;3;181;2;failure;yes
26;student;single;secondary;no;5296;no;no;cellular;5;mar;229;1;205;1;failure;yes
64;retired;married;tertiary;no;1644;no;no;telephone;5;mar;341;4;179;4;success;yes
39;services;married;secondary;no;53;no;no;unknown;5;mar;257;1;394;1;failure;yes
36;services;married;secondary;no;52;yes;no;cellular;5;mar;498;2;179;7;success;yes
33;management;divorced;tertiary;no;2240;no;no;cellular;8;mar;264;2;278;1;success;yes
31;technician;married;tertiary;no;1570;yes;no;cellular;8;mar;277;4;286;1;failure;yes
59;unemployed;married;secondary;no;957;no;no;cellular;8;mar;301;1;89;2;success;yes
35;management;married;tertiary;no;2161;no;no;cellular;9;mar;139;2;181;3;success;yes
69;retired;married;unknown;no;426;no;no;telephone;9;mar;225;1;90;1;success;yes
31;management;single;tertiary;no;147;no;no;cellular;9;mar;469;1;181;2;success;yes
35;technician;married;secondary;no;294;yes;no;cellular;9;mar;301;1;90;4;success;yes
34;management;married;tertiary;no;158;no;no;cellular;9;mar;212;3;181;6;success;yes
33;management;married;tertiary;no;0;yes;no;cellular;9;mar;305;1;326;1;success;yes
36;services;married;secondary;no;4721;no;no;cellular;9;mar;288;2;90;3;success;yes
44;management;married;unknown;no;282;no;no;cellular;9;mar;700;2;154;3;success;yes
19;student;single;unknown;no;108;no;no;cellular;9;mar;273;2;182;1;success;yes
51;blue-collar;married;primary;no;3764;no;no;telephone;9;mar;450;3;181;6;success;yes
52;unemployed;married;secondary;no;1416;no;no;cellular;10;mar;436;2;182;1;success;yes
39;management;married;tertiary;no;494;no;no;cellular;10;mar;106;2;478;3;failure;yes
80;retired;married;primary;no;155;no;no;telephone;12;mar;290;1;93;2;success;yes
72;retired;married;secondary;no;951;no;yes;cellular;12;mar;229;3;339;1;failure;yes
36;management;married;tertiary;no;495;no;no;cellular;12;mar;213;3;182;6;success;yes
74;retired;married;tertiary;no;1843;no;no;cellular;15;mar;192;1;185;2;success;yes
35;blue-collar;married;secondary;no;262;no;no;cellular;15;mar;427;1;181;3;success;yes
38;housemaid;single;secondary;no;465;yes;no;cellular;16;mar;180;1;302;3;success;yes
53;admin.;married;secondary;no;1796;no;no;telephone;16;mar;295;1;91;2;success;yes
29;management;single;tertiary;no;874;yes;no;cellular;16;mar;231;1;181;2;success;yes
64;retired;married;primary;no;2140;no;no;cellular;16;mar;881;3;155;2;failure;yes
46;management;married;tertiary;no;273;yes;no;cellular;18;mar;910;2;184;4;success;yes
31;management;single;tertiary;no;3384;no;no;cellular;22;mar;247;3;187;3;success;yes
43;management;divorced;tertiary;no;2367;no;no;cellular;22;mar;173;2;181;4;success;yes
60;admin.;married;secondary;no;3735;no;no;cellular;22;mar;248;1;90;10;success;yes
30;student;single;secondary;no;1681;no;no;cellular;23;mar;128;1;106;2;success;yes
43;services;married;secondary;no;774;no;no;cellular;25;mar;101;1;421;1;success;yes
62;management;married;tertiary;no;3371;no;no;cellular;25;mar;187;1;178;2;success;yes
57;management;married;tertiary;no;10583;no;no;cellular;25;mar;272;1;178;6;success;yes
47;management;single;tertiary;no;334;yes;no;cellular;26;mar;360;1;326;8;failure;yes
30;self-employed;single;tertiary;no;916;no;no;cellular;29;mar;92;2;90;2;success;yes
28;admin.;single;tertiary;no;832;no;no;telephone;29;mar;433;3;342;1;failure;yes
57;management;divorced;tertiary;no;3287;no;no;cellular;30;mar;277;2;337;1;success;yes
47;management;married;tertiary;no;288;no;no;cellular;31;mar;193;1;181;1;success;yes
27;student;single;secondary;no;6036;no;no;cellular;31;mar;175;1;181;1;failure;yes
26;management;single;tertiary;no;3;yes;yes;cellular;1;apr;149;1;350;1;success;yes
50;technician;divorced;secondary;no;0;no;no;cellular;1;apr;280;1;184;3;success;yes
84;retired;married;secondary;no;81204;no;no;telephone;1;apr;390;1;94;3;success;yes
46;management;married;unknown;no;2466;no;no;telephone;1;apr;216;3;370;1;failure;yes
47;admin.;married;secondary;no;70;yes;no;cellular;5;apr;144;4;374;2;success;yes
54;technician;married;secondary;no;2102;yes;no;cellular;5;apr;547;1;626;2;failure;yes
24;student;single;secondary;no;4126;no;no;cellular;5;apr;907;4;185;7;failure;yes
29;management;single;unknown;no;560;no;no;cellular;5;apr;459;1;307;1;failure;yes
32;management;single;secondary;no;1088;yes;no;cellular;6;apr;317;1;363;2;success;yes
33;self-employed;single;tertiary;no;562;yes;yes;cellular;6;apr;196;1;363;1;failure;yes
33;management;single;tertiary;no;718;yes;no;cellular;6;apr;122;1;98;2;success;yes
57;retired;married;unknown;no;230;no;no;cellular;6;apr;177;2;210;3;failure;yes
27;technician;single;tertiary;no;-67;yes;no;cellular;6;apr;604;3;236;2;failure;yes
26;management;single;tertiary;no;1646;no;no;cellular;12;apr;524;4;206;5;success;yes
49;admin.;married;secondary;no;197;yes;no;cellular;13;apr;223;1;182;2;failure;yes
32;management;single;tertiary;no;2016;no;no;cellular;13;apr;232;1;348;1;success;yes
36;management;single;tertiary;no;436;no;no;cellular;13;apr;567;1;595;2;failure;yes
38;management;married;tertiary;no;413;no;no;cellular;13;apr;240;1;179;2;failure;yes
23;student;single;secondary;no;107;no;no;cellular;13;apr;256;5;181;2;success;yes
44;services;married;primary;no;2557;yes;no;cellular;14;apr;250;1;181;8;success;yes
35;management;single;tertiary;no;2646;no;no;cellular;14;apr;133;8;183;2;success;yes
75;retired;married;secondary;no;3771;no;no;telephone;15;apr;185;1;181;2;success;yes
59;technician;married;secondary;no;1;no;no;cellular;15;apr;159;2;378;3;failure;yes
36;blue-collar;married;primary;no;1177;no;no;cellular;15;apr;330;1;311;4;success;yes
22;services;single;secondary;no;129;no;no;cellular;15;apr;218;2;181;1;success;yes
22;student;single;primary;no;3472;no;no;cellular;19;apr;529;1;181;4;success;yes
30;student;single;tertiary;no;7529;no;no;cellular;20;apr;175;6;183;1;success;yes
55;unemployed;divorced;secondary;no;309;no;no;cellular;20;apr;167;1;181;3;success;yes
38;blue-collar;divorced;secondary;no;0;yes;no;telephone;20;apr;162;1;181;5;success;yes
39;blue-collar;single;secondary;no;1672;yes;no;cellular;20;apr;462;1;648;1;failure;yes
38;technician;single;secondary;no;1711;no;no;cellular;20;apr;379;3;202;1;success;yes
30;student;single;secondary;no;2046;no;no;telephone;21;apr;595;3;254;1;failure;yes
52;technician;married;secondary;no;371;yes;yes;cellular;21;apr;224;2;182;1;success;yes
62;management;married;tertiary;no;997;no;no;cellular;22;apr;554;1;304;2;success;yes
40;technician;married;tertiary;no;206;no;no;cellular;23;apr;499;6;185;4;success;yes
42;self-employed;married;secondary;no;1216;yes;no;cellular;23;apr;296;1;521;1;failure;yes
43;technician;single;unknown;no;11115;no;no;cellular;23;apr;291;1;182;3;success;yes
73;retired;married;primary;no;796;no;no;cellular;23;apr;888;1;182;3;success;yes
77;management;married;unknown;no;1780;yes;no;cellular;23;apr;361;2;182;5;success;yes
46;admin.;divorced;primary;no;429;yes;no;cellular;26;apr;465;2;369;2;success;yes
35;technician;married;secondary;no;2779;no;no;cellular;26;apr;182;2;186;2;success;yes
26;management;single;tertiary;no;222;no;no;cellular;26;apr;192;1;334;1;failure;yes
45;blue-collar;single;secondary;no;0;yes;no;cellular;26;apr;1472;1;192;4;failure;yes
29;management;single;tertiary;no;1445;no;no;cellular;26;apr;328;2;143;2;success;yes
30;technician;single;tertiary;no;655;no;no;cellular;26;apr;212;1;202;2;success;yes
63;blue-collar;married;primary;no;115;no;no;telephone;27;apr;325;1;180;7;failure;yes
54;admin.;married;unknown;no;140;no;no;telephone;27;apr;473;2;182;2;failure;yes
76;self-employed;married;unknown;no;4984;no;no;telephone;28;apr;403;1;182;1;success;yes
30;management;single;tertiary;no;697;no;no;cellular;28;apr;545;2;181;8;success;yes
64;retired;married;secondary;no;4787;no;no;cellular;28;apr;392;1;182;1;success;yes
55;housemaid;married;secondary;no;962;yes;no;cellular;28;apr;623;1;181;3;success;yes
41;unemployed;married;tertiary;no;0;no;no;cellular;29;apr;882;1;181;3;success;yes
63;retired;married;primary;no;12067;no;no;telephone;29;apr;660;1;191;1;failure;yes
37;management;married;secondary;no;565;no;no;cellular;29;apr;449;1;398;1;success;yes
19;student;single;secondary;no;329;no;no;cellular;30;apr;169;1;190;2;success;yes
61;retired;divorced;secondary;no;4243;no;no;cellular;30;apr;315;1;182;2;success;yes
54;technician;married;tertiary;no;395;no;no;cellular;30;apr;183;1;183;2;success;yes
45;admin.;married;secondary;no;205;no;no;cellular;4;may;552;1;90;2;success;yes
48;blue-collar;married;secondary;no;1730;yes;no;cellular;4;may;361;1;89;3;success;yes
60;blue-collar;married;primary;no;5;no;no;cellular;4;may;494;1;95;2;success;yes
29;housemaid;single;tertiary;no;19;no;no;cellular;4;may;268;1;88;4;success;yes
77;retired;married;tertiary;no;7802;no;no;telephone;4;may;421;1;92;2;success;yes
64;management;married;unknown;no;2352;no;no;cellular;4;may;153;2;182;11;success;yes
80;retired;married;primary;no;155;no;no;telephone;4;may;209;1;53;3;success;yes
33;admin.;married;tertiary;no;79;yes;no;cellular;5;may;389;1;195;4;success;yes
41;technician;single;tertiary;no;1646;yes;no;cellular;5;may;258;1;90;7;success;yes
74;retired;married;secondary;no;935;no;no;cellular;5;may;226;1;99;2;failure;yes
46;blue-collar;married;secondary;no;640;yes;no;cellular;6;may;246;1;55;5;success;yes
37;management;married;tertiary;no;2283;no;no;cellular;6;may;243;2;98;2;failure;yes
51;technician;married;tertiary;no;0;no;no;cellular;7;may;662;2;66;2;success;yes
35;management;married;tertiary;no;62;no;no;cellular;7;may;226;2;88;4;success;yes
53;management;married;tertiary;no;3634;no;no;cellular;7;may;211;4;88;8;success;yes
46;management;married;tertiary;no;273;yes;no;cellular;10;may;583;6;53;6;success;yes
78;retired;divorced;secondary;no;3417;no;no;cellular;12;may;309;1;181;1;success;yes
34;technician;married;secondary;no;133;no;no;cellular;12;may;171;2;181;3;success;yes
54;management;married;tertiary;no;1624;no;no;cellular;12;may;166;3;182;10;success;yes
33;services;married;secondary;no;386;no;no;cellular;12;may;317;1;181;5;success;yes
54;unknown;married;secondary;no;2206;no;no;cellular;13;may;260;1;91;4;success;yes
40;admin.;married;secondary;no;260;yes;no;cellular;13;may;306;1;181;5;success;yes
63;retired;divorced;tertiary;no;0;no;no;cellular;13;may;263;1;181;2;success;yes
37;management;married;tertiary;no;2987;yes;no;cellular;13;may;216;1;87;10;success;yes
48;blue-collar;married;secondary;no;1230;yes;no;cellular;13;may;328;2;182;3;success;yes
35;management;married;tertiary;no;8000;no;no;cellular;13;may;331;1;90;3;success;yes
68;retired;married;secondary;no;1146;no;no;cellular;13;may;356;1;71;5;success;yes
37;technician;single;tertiary;no;197;no;no;cellular;13;may;234;1;87;3;success;yes
58;admin.;married;secondary;no;169;no;no;cellular;13;may;336;3;87;5;success;yes
